,Position,Age,Overall,Preferred Foot,Body Type,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
16639,ST,21.0,57.0,0.0,0.0,74.0,172.0,26.0,58.0,62.0,44.0,48.0,43.0,35.0,24.0,28.0,56.0,54.0,61.0,65.0,54.0,66.0,54.0,74.0,63.0,68.0,47.0,40.0,23.0,57.0,48.0,58.0,52.0,16.0,23.0,19.0
16640,CM,20.0,57.0,0.0,0.0,68.0,152.0,42.0,35.0,53.0,74.0,41.0,51.0,44.0,42.0,59.0,56.0,69.0,53.0,57.0,60.0,78.0,60.0,55.0,58.0,46.0,42.0,63.0,49.0,52.0,45.0,53.0,42.0,48.0,49.0,56.0
16642,CB,20.0,57.0,0.0,1.0,74.0,176.0,36.0,22.0,56.0,54.0,34.0,26.0,28.0,30.0,38.0,46.0,55.0,60.0,34.0,45.0,53.0,44.0,41.0,62.0,72.0,26.0,45.0,50.0,22.0,31.0,37.0,40.0,54.0,62.0,58.0
16643,CB,20.0,57.0,0.0,0.0,74.0,163.0,30.0,20.0,55.0,32.0,26.0,25.0,28.0,24.0,30.0,32.0,55.0,55.0,43.0,48.0,59.0,42.0,65.0,60.0,66.0,23.0,57.0,55.0,21.0,34.0,41.0,45.0,57.0,61.0,59.0
16645,RM,23.0,57.0,0.0,1.0,70.0,148.0,46.0,65.0,43.0,54.0,49.0,57.0,61.0,37.0,43.0,57.0,62.0,61.0,68.0,57.0,71.0,64.0,64.0,57.0,56.0,52.0,53.0,11.0,55.0,56.0,53.0,43.0,28.0,16.0,19.0
16646,CB,18.0,57.0,0.0,0.0,74.0,165.0,28.0,22.0,45.0,29.0,21.0,20.0,28.0,29.0,27.0,52.0,62.0,54.0,53.0,53.0,70.0,38.0,68.0,59.0,72.0,18.0,55.0,55.0,27.0,34.0,36.0,42.0,60.0,56.0,58.0
16647,LB,22.0,57.0,1.0,0.0,69.0,152.0,50.0,25.0,50.0,40.0,22.0,56.0,35.0,30.0,26.0,45.0,75.0,75.0,55.0,49.0,39.0,48.0,55.0,64.0,52.0,30.0,53.0,54.0,51.0,39.0,35.0,37.0,56.0,58.0,57.0
16649,GK,26.0,57.0,0.0,2.0,75.0,168.0,15.0,13.0,12.0,24.0,14.0,13.0,14.0,12.0,23.0,23.0,54.0,53.0,22.0,48.0,49.0,23.0,46.0,29.0,55.0,15.0,38.0,12.0,13.0,12.0,22.0,23.0,18.0,13.0,14.0
16650,CDM,22.0,57.0,0.0,1.0,71.0,159.0,50.0,31.0,58.0,59.0,28.0,58.0,25.0,36.0,44.0,63.0,67.0,69.0,61.0,47.0,64.0,55.0,69.0,77.0,62.0,41.0,56.0,49.0,36.0,46.0,42.0,49.0,58.0,59.0,51.0
16651,LB,19.0,57.0,1.0,1.0,72.0,165.0,46.0,34.0,45.0,36.0,28.0,58.0,34.0,30.0,28.0,38.0,68.0,67.0,56.0,55.0,64.0,32.0,64.0,69.0,63.0,31.0,62.0,59.0,41.0,41.0,35.0,38.0,56.0,61.0,58.0
16652,CM,18.0,57.0,0.0,0.0,69.0,154.0,46.0,32.0,54.0,64.0,36.0,55.0,45.0,53.0,61.0,52.0,62.0,61.0,56.0,54.0,68.0,56.0,58.0,53.0,47.0,39.0,64.0,56.0,48.0,54.0,45.0,44.0,54.0,64.0,62.0
16653,CM,25.0,57.0,0.0,0.0,70.0,165.0,49.0,29.0,61.0,68.0,39.0,53.0,41.0,42.0,60.0,55.0,67.0,66.0,53.0,54.0,66.0,55.0,75.0,74.0,58.0,37.0,58.0,48.0,53.0,51.0,45.0,48.0,46.0,48.0,47.0
16654,ST,19.0,57.0,0.0,0.0,69.0,148.0,30.0,57.0,51.0,44.0,42.0,57.0,49.0,38.0,26.0,59.0,68.0,70.0,72.0,48.0,77.0,58.0,70.0,68.0,58.0,47.0,45.0,11.0,57.0,42.0,58.0,51.0,15.0,16.0,10.0
16655,ST,20.0,57.0,0.0,1.0,73.0,168.0,32.0,58.0,59.0,49.0,54.0,56.0,42.0,38.0,37.0,51.0,63.0,65.0,51.0,52.0,47.0,55.0,53.0,58.0,64.0,48.0,37.0,19.0,55.0,42.0,61.0,48.0,32.0,21.0,15.0
16656,ST,19.0,57.0,0.0,1.0,69.0,161.0,40.0,63.0,53.0,51.0,36.0,55.0,31.0,34.0,40.0,61.0,75.0,72.0,69.0,51.0,71.0,45.0,62.0,68.0,55.0,48.0,29.0,21.0,50.0,51.0,62.0,49.0,29.0,11.0,13.0
16657,ST,18.0,57.0,0.0,0.0,72.0,174.0,29.0,57.0,56.0,48.0,43.0,56.0,33.0,29.0,30.0,58.0,63.0,58.0,72.0,54.0,70.0,54.0,62.0,52.0,55.0,54.0,31.0,12.0,56.0,45.0,64.0,47.0,27.0,19.0,18.0
16658,ST,19.0,57.0,0.0,0.0,69.0,154.0,36.0,58.0,53.0,49.0,48.0,55.0,42.0,40.0,38.0,51.0,72.0,67.0,65.0,55.0,75.0,60.0,67.0,53.0,48.0,52.0,41.0,20.0,54.0,50.0,58.0,47.0,23.0,15.0,19.0
16659,RB,17.0,57.0,0.0,1.0,72.0,157.0,54.0,23.0,40.0,43.0,27.0,49.0,49.0,28.0,29.0,51.0,79.0,79.0,69.0,55.0,61.0,30.0,60.0,62.0,54.0,24.0,44.0,54.0,49.0,32.0,37.0,48.0,55.0,56.0,54.0
16660,RM,29.0,57.0,0.0,0.0,72.0,174.0,61.0,55.0,49.0,57.0,41.0,54.0,62.0,62.0,50.0,54.0,62.0,62.0,64.0,52.0,51.0,55.0,64.0,57.0,54.0,52.0,50.0,47.0,52.0,53.0,55.0,50.0,26.0,52.0,51.0
16661,CM,21.0,57.0,0.0,0.0,71.0,165.0,46.0,40.0,40.0,62.0,44.0,50.0,45.0,43.0,58.0,56.0,67.0,65.0,63.0,55.0,65.0,49.0,59.0,65.0,70.0,38.0,44.0,40.0,55.0,60.0,44.0,60.0,45.0,51.0,41.0
16662,GK,21.0,57.0,0.0,0.0,76.0,209.0,14.0,10.0,19.0,25.0,15.0,12.0,15.0,13.0,23.0,18.0,26.0,18.0,34.0,51.0,46.0,22.0,38.0,21.0,60.0,18.0,22.0,8.0,3.0,34.0,20.0,43.0,6.0,17.0,13.0
16663,CB,21.0,57.0,0.0,1.0,75.0,190.0,28.0,20.0,56.0,39.0,28.0,27.0,23.0,20.0,28.0,34.0,52.0,53.0,44.0,49.0,45.0,35.0,71.0,58.0,78.0,17.0,64.0,52.0,27.0,28.0,35.0,40.0,54.0,55.0,54.0
16664,ST,18.0,57.0,0.0,0.0,72.0,165.0,31.0,60.0,58.0,48.0,45.0,52.0,38.0,38.0,31.0,52.0,62.0,65.0,75.0,57.0,65.0,52.0,63.0,50.0,55.0,55.0,27.0,13.0,58.0,50.0,68.0,45.0,16.0,15.0,13.0
16665,ST,19.0,57.0,0.0,0.0,71.0,185.0,28.0,68.0,60.0,45.0,43.0,50.0,38.0,34.0,33.0,52.0,50.0,58.0,62.0,49.0,68.0,54.0,67.0,54.0,63.0,60.0,42.0,14.0,53.0,49.0,63.0,45.0,28.0,19.0,15.0
16666,CB,17.0,57.0,0.0,1.0,72.0,165.0,20.0,15.0,48.0,44.0,26.0,20.0,22.0,23.0,45.0,41.0,56.0,54.0,38.0,54.0,59.0,38.0,75.0,63.0,67.0,21.0,45.0,52.0,29.0,30.0,34.0,47.0,51.0,55.0,54.0
16667,CB,21.0,57.0,1.0,1.0,71.0,141.0,20.0,18.0,60.0,40.0,20.0,29.0,23.0,27.0,26.0,40.0,58.0,54.0,47.0,54.0,72.0,33.0,65.0,60.0,68.0,16.0,63.0,50.0,28.0,27.0,33.0,46.0,55.0,59.0,54.0
16668,CM,18.0,57.0,0.0,1.0,69.0,143.0,41.0,40.0,49.0,62.0,40.0,58.0,45.0,38.0,58.0,60.0,62.0,64.0,68.0,56.0,70.0,58.0,60.0,63.0,60.0,39.0,61.0,42.0,54.0,54.0,40.0,49.0,38.0,49.0,46.0
16669,GK,19.0,57.0,0.0,1.0,70.0,148.0,14.0,7.0,11.0,18.0,5.0,12.0,11.0,10.0,28.0,16.0,33.0,34.0,37.0,30.0,51.0,15.0,62.0,22.0,34.0,9.0,25.0,13.0,4.0,22.0,12.0,39.0,7.0,11.0,10.0
16670,CB,25.0,57.0,0.0,2.0,75.0,187.0,49.0,28.0,57.0,51.0,30.0,54.0,33.0,29.0,50.0,52.0,44.0,52.0,43.0,42.0,35.0,50.0,67.0,55.0,67.0,33.0,71.0,47.0,40.0,37.0,32.0,47.0,55.0,54.0,54.0
16671,GK,23.0,57.0,0.0,0.0,74.0,163.0,7.0,9.0,20.0,21.0,8.0,10.0,31.0,8.0,47.0,20.0,39.0,41.0,34.0,52.0,33.0,30.0,66.0,26.0,63.0,5.0,24.0,11.0,6.0,45.0,8.0,44.0,8.0,9.0,14.0
16673,CB,20.0,57.0,1.0,1.0,72.0,157.0,31.0,25.0,53.0,57.0,28.0,28.0,35.0,30.0,36.0,53.0,58.0,56.0,52.0,48.0,62.0,45.0,68.0,60.0,51.0,23.0,47.0,53.0,24.0,33.0,44.0,50.0,55.0,64.0,60.0
16674,GK,21.0,56.0,0.0,1.0,74.0,168.0,14.0,12.0,17.0,30.0,12.0,15.0,22.0,19.0,32.0,24.0,61.0,60.0,55.0,52.0,55.0,29.0,63.0,28.0,56.0,18.0,26.0,25.0,17.0,19.0,33.0,40.0,16.0,13.0,16.0
16675,CDM,22.0,56.0,1.0,0.0,71.0,165.0,42.0,30.0,41.0,55.0,30.0,40.0,35.0,30.0,57.0,44.0,67.0,64.0,61.0,61.0,63.0,49.0,60.0,75.0,69.0,32.0,55.0,52.0,51.0,53.0,36.0,38.0,52.0,49.0,56.0
16676,RM,18.0,56.0,0.0,0.0,68.0,143.0,50.0,47.0,41.0,52.0,48.0,56.0,47.0,35.0,45.0,54.0,78.0,77.0,72.0,40.0,76.0,50.0,65.0,71.0,42.0,41.0,35.0,25.0,50.0,47.0,52.0,47.0,22.0,28.0,27.0
16677,LB,20.0,56.0,0.0,0.0,72.0,170.0,43.0,26.0,53.0,50.0,28.0,40.0,35.0,28.0,32.0,42.0,66.0,65.0,57.0,48.0,55.0,34.0,65.0,60.0,69.0,31.0,54.0,59.0,27.0,40.0,29.0,37.0,57.0,58.0,59.0
16679,GK,21.0,56.0,0.0,1.0,76.0,176.0,10.0,9.0,11.0,27.0,8.0,7.0,11.0,14.0,28.0,11.0,31.0,29.0,27.0,40.0,22.0,18.0,35.0,25.0,61.0,8.0,19.0,6.0,7.0,36.0,11.0,41.0,7.0,12.0,14.0
16680,RB,23.0,56.0,0.0,0.0,70.0,165.0,42.0,27.0,59.0,50.0,29.0,38.0,35.0,26.0,47.0,54.0,69.0,67.0,67.0,57.0,61.0,35.0,73.0,55.0,70.0,26.0,55.0,53.0,41.0,46.0,24.0,54.0,48.0,60.0,57.0
16681,RB,22.0,56.0,0.0,1.0,72.0,168.0,56.0,48.0,51.0,46.0,52.0,57.0,48.0,37.0,33.0,53.0,84.0,84.0,72.0,62.0,66.0,54.0,63.0,66.0,61.0,43.0,47.0,47.0,53.0,51.0,52.0,51.0,55.0,40.0,54.0
16682,CM,20.0,56.0,0.0,1.0,70.0,139.0,33.0,57.0,52.0,62.0,41.0,57.0,47.0,38.0,52.0,60.0,69.0,68.0,66.0,50.0,55.0,42.0,61.0,55.0,39.0,50.0,30.0,50.0,60.0,59.0,57.0,48.0,45.0,12.0,10.0
16683,CM,28.0,56.0,0.0,2.0,69.0,157.0,47.0,40.0,47.0,67.0,29.0,51.0,39.0,32.0,59.0,53.0,68.0,65.0,63.0,57.0,74.0,45.0,62.0,70.0,68.0,30.0,56.0,51.0,28.0,59.0,42.0,54.0,51.0,52.0,55.0
16684,GK,18.0,56.0,0.0,0.0,73.0,176.0,11.0,6.0,13.0,19.0,9.0,12.0,10.0,10.0,18.0,14.0,30.0,19.0,25.0,48.0,44.0,17.0,64.0,20.0,45.0,5.0,25.0,11.0,4.0,30.0,15.0,39.0,11.0,14.0,12.0
16685,GK,18.0,56.0,0.0,0.0,75.0,165.0,12.0,6.0,12.0,19.0,7.0,6.0,13.0,10.0,27.0,10.0,17.0,17.0,33.0,41.0,43.0,25.0,59.0,27.0,49.0,5.0,28.0,14.0,6.0,36.0,15.0,37.0,14.0,12.0,13.0
16686,ST,18.0,56.0,0.0,0.0,72.0,185.0,31.0,56.0,54.0,47.0,43.0,53.0,34.0,22.0,45.0,55.0,66.0,72.0,73.0,47.0,59.0,48.0,62.0,55.0,67.0,46.0,49.0,26.0,55.0,39.0,52.0,50.0,21.0,18.0,15.0
16688,ST,19.0,56.0,0.0,0.0,72.0,165.0,46.0,55.0,41.0,63.0,41.0,53.0,49.0,45.0,57.0,59.0,70.0,71.0,60.0,49.0,73.0,53.0,60.0,66.0,67.0,46.0,44.0,24.0,56.0,60.0,52.0,55.0,40.0,42.0,48.0
16689,CDM,20.0,56.0,0.0,1.0,73.0,174.0,56.0,31.0,41.0,58.0,30.0,52.0,65.0,62.0,45.0,48.0,56.0,72.0,80.0,54.0,57.0,50.0,54.0,48.0,76.0,33.0,56.0,57.0,53.0,52.0,40.0,45.0,60.0,60.0,56.0
16690,LB,24.0,56.0,0.0,0.0,70.0,168.0,48.0,21.0,62.0,39.0,28.0,49.0,27.0,24.0,35.0,53.0,63.0,59.0,61.0,56.0,51.0,35.0,74.0,61.0,73.0,17.0,68.0,45.0,48.0,38.0,39.0,45.0,55.0,65.0,58.0
16691,RB,20.0,56.0,0.0,0.0,69.0,148.0,50.0,26.0,42.0,44.0,30.0,56.0,29.0,28.0,32.0,45.0,78.0,71.0,82.0,53.0,74.0,31.0,59.0,55.0,51.0,30.0,50.0,52.0,43.0,33.0,37.0,34.0,44.0,60.0,59.0
16692,RM,21.0,56.0,0.0,0.0,70.0,159.0,55.0,43.0,36.0,41.0,44.0,58.0,35.0,35.0,42.0,53.0,76.0,73.0,64.0,54.0,74.0,48.0,41.0,71.0,56.0,36.0,31.0,50.0,53.0,53.0,52.0,49.0,39.0,46.0,43.0
16693,CM,20.0,56.0,0.0,0.0,72.0,163.0,44.0,35.0,54.0,70.0,32.0,50.0,43.0,41.0,59.0,60.0,49.0,54.0,58.0,60.0,59.0,51.0,59.0,34.0,59.0,37.0,60.0,53.0,28.0,58.0,53.0,49.0,56.0,58.0,62.0
16694,CB,20.0,56.0,0.0,1.0,79.0,183.0,37.0,24.0,53.0,36.0,30.0,25.0,36.0,30.0,34.0,34.0,28.0,31.0,33.0,47.0,29.0,42.0,33.0,51.0,76.0,21.0,52.0,54.0,31.0,31.0,47.0,43.0,59.0,60.0,57.0
16695,CAM,20.0,56.0,0.0,1.0,66.0,141.0,49.0,46.0,28.0,56.0,33.0,61.0,39.0,50.0,48.0,57.0,69.0,71.0,66.0,49.0,64.0,62.0,60.0,52.0,45.0,38.0,50.0,38.0,53.0,53.0,48.0,48.0,37.0,24.0,21.0
16697,GK,21.0,56.0,0.0,1.0,75.0,176.0,12.0,6.0,11.0,29.0,5.0,7.0,13.0,13.0,24.0,12.0,15.0,17.0,23.0,51.0,22.0,21.0,31.0,26.0,57.0,9.0,26.0,8.0,7.0,24.0,16.0,37.0,11.0,10.0,13.0
16698,RM,24.0,56.0,0.0,0.0,67.0,137.0,50.0,38.0,47.0,55.0,43.0,55.0,33.0,44.0,51.0,53.0,72.0,70.0,77.0,48.0,80.0,71.0,87.0,70.0,58.0,37.0,56.0,48.0,54.0,57.0,53.0,54.0,45.0,54.0,49.0
16699,CB,18.0,56.0,0.0,0.0,75.0,187.0,27.0,19.0,60.0,53.0,27.0,29.0,21.0,29.0,41.0,31.0,62.0,57.0,39.0,44.0,35.0,38.0,66.0,55.0,77.0,16.0,59.0,46.0,29.0,25.0,33.0,40.0,50.0,58.0,56.0
16700,GK,25.0,56.0,0.0,0.0,75.0,194.0,18.0,11.0,16.0,25.0,7.0,9.0,14.0,12.0,14.0,23.0,20.0,30.0,31.0,51.0,25.0,23.0,39.0,23.0,68.0,8.0,26.0,18.0,10.0,25.0,17.0,47.0,21.0,15.0,14.0
16701,CM,19.0,56.0,0.0,0.0,69.0,154.0,49.0,31.0,53.0,60.0,32.0,49.0,42.0,38.0,56.0,60.0,69.0,64.0,68.0,53.0,72.0,51.0,57.0,75.0,61.0,50.0,60.0,49.0,50.0,48.0,40.0,59.0,52.0,56.0,55.0
16702,CDM,22.0,56.0,0.0,1.0,73.0,163.0,46.0,37.0,59.0,61.0,37.0,57.0,45.0,41.0,61.0,55.0,59.0,55.0,55.0,52.0,68.0,57.0,60.0,41.0,55.0,38.0,58.0,47.0,43.0,44.0,52.0,42.0,50.0,60.0,65.0
16703,ST,19.0,56.0,0.0,1.0,67.0,154.0,40.0,59.0,41.0,49.0,49.0,57.0,47.0,57.0,42.0,55.0,74.0,71.0,59.0,55.0,76.0,55.0,55.0,54.0,45.0,55.0,39.0,13.0,52.0,50.0,59.0,46.0,12.0,19.0,14.0
16704,RB,24.0,56.0,0.0,0.0,70.0,163.0,47.0,25.0,45.0,34.0,32.0,60.0,35.0,31.0,25.0,41.0,69.0,61.0,59.0,58.0,69.0,27.0,59.0,63.0,62.0,31.0,59.0,55.0,54.0,35.0,41.0,42.0,50.0,61.0,63.0
16705,CM,21.0,56.0,0.0,1.0,70.0,148.0,46.0,39.0,47.0,67.0,44.0,56.0,52.0,43.0,64.0,57.0,68.0,63.0,67.0,55.0,66.0,56.0,54.0,60.0,43.0,37.0,51.0,29.0,47.0,52.0,53.0,58.0,29.0,48.0,44.0
16706,CM,17.0,56.0,0.0,0.0,70.0,148.0,53.0,43.0,60.0,62.0,43.0,54.0,44.0,42.0,59.0,55.0,60.0,66.0,50.0,48.0,68.0,56.0,64.0,61.0,48.0,58.0,55.0,37.0,52.0,48.0,51.0,40.0,32.0,62.0,61.0
16707,RB,17.0,56.0,0.0,0.0,70.0,161.0,55.0,31.0,51.0,52.0,21.0,48.0,24.0,25.0,50.0,45.0,73.0,70.0,69.0,50.0,72.0,23.0,67.0,71.0,65.0,22.0,51.0,47.0,45.0,39.0,30.0,48.0,51.0,55.0,52.0
16708,GK,31.0,56.0,0.0,0.0,74.0,183.0,15.0,13.0,12.0,24.0,12.0,14.0,20.0,15.0,30.0,18.0,41.0,44.0,32.0,49.0,41.0,16.0,61.0,24.0,59.0,13.0,31.0,19.0,7.0,30.0,21.0,39.0,12.0,13.0,18.0
16710,GK,19.0,56.0,0.0,1.0,75.0,176.0,10.0,10.0,10.0,28.0,13.0,12.0,13.0,11.0,16.0,11.0,15.0,21.0,29.0,38.0,27.0,23.0,34.0,23.0,59.0,14.0,27.0,10.0,10.0,49.0,12.0,36.0,15.0,10.0,11.0
16711,GK,19.0,56.0,0.0,0.0,72.0,170.0,22.0,20.0,12.0,45.0,10.0,8.0,21.0,22.0,44.0,19.0,31.0,41.0,33.0,55.0,48.0,40.0,58.0,34.0,40.0,20.0,31.0,21.0,6.0,44.0,31.0,49.0,10.0,18.0,21.0
16712,RM,18.0,56.0,0.0,1.0,70.0,154.0,46.0,48.0,33.0,51.0,46.0,59.0,47.0,44.0,44.0,62.0,80.0,80.0,67.0,43.0,71.0,51.0,59.0,58.0,44.0,39.0,35.0,30.0,42.0,50.0,53.0,48.0,49.0,30.0,39.0
16713,CB,22.0,56.0,0.0,0.0,72.0,174.0,20.0,20.0,54.0,38.0,12.0,27.0,17.0,21.0,34.0,29.0,60.0,58.0,47.0,51.0,57.0,39.0,72.0,58.0,67.0,17.0,49.0,52.0,11.0,21.0,19.0,38.0,52.0,60.0,64.0
16714,GK,26.0,56.0,0.0,1.0,74.0,170.0,10.0,7.0,13.0,24.0,7.0,11.0,15.0,12.0,18.0,12.0,27.0,26.0,29.0,52.0,35.0,17.0,49.0,23.0,59.0,9.0,21.0,8.0,5.0,24.0,11.0,32.0,5.0,12.0,13.0
16716,GK,19.0,56.0,0.0,0.0,74.0,187.0,15.0,7.0,11.0,21.0,6.0,8.0,13.0,12.0,18.0,13.0,17.0,26.0,34.0,49.0,25.0,25.0,36.0,21.0,60.0,9.0,22.0,13.0,8.0,35.0,18.0,35.0,8.0,12.0,15.0
16717,CB,20.0,56.0,0.0,0.0,72.0,168.0,20.0,16.0,51.0,32.0,25.0,33.0,21.0,15.0,27.0,39.0,63.0,55.0,63.0,46.0,63.0,29.0,81.0,59.0,70.0,22.0,66.0,54.0,26.0,31.0,39.0,48.0,53.0,58.0,53.0
16718,CDM,20.0,56.0,0.0,1.0,74.0,163.0,41.0,31.0,62.0,60.0,32.0,55.0,35.0,38.0,58.0,57.0,62.0,59.0,57.0,51.0,50.0,50.0,51.0,60.0,51.0,31.0,55.0,53.0,35.0,57.0,43.0,50.0,53.0,53.0,54.0
16719,ST,23.0,56.0,0.0,0.0,70.0,172.0,33.0,62.0,75.0,42.0,51.0,48.0,31.0,27.0,26.0,58.0,51.0,54.0,49.0,48.0,62.0,56.0,65.0,54.0,65.0,51.0,58.0,21.0,42.0,55.0,67.0,51.0,41.0,25.0,21.0
16720,CB,19.0,56.0,1.0,1.0,76.0,154.0,25.0,22.0,67.0,28.0,31.0,30.0,25.0,23.0,31.0,31.0,63.0,63.0,42.0,46.0,62.0,41.0,76.0,65.0,79.0,26.0,49.0,50.0,28.0,26.0,34.0,42.0,50.0,57.0,52.0
16721,RM,19.0,56.0,0.0,0.0,71.0,161.0,35.0,66.0,57.0,48.0,52.0,62.0,30.0,28.0,39.0,56.0,71.0,71.0,68.0,51.0,70.0,57.0,61.0,62.0,60.0,47.0,41.0,15.0,56.0,48.0,58.0,46.0,14.0,10.0,14.0
16722,GK,22.0,56.0,0.0,1.0,73.0,154.0,12.0,6.0,13.0,29.0,5.0,9.0,14.0,14.0,26.0,14.0,32.0,23.0,26.0,49.0,48.0,17.0,64.0,20.0,51.0,6.0,26.0,13.0,4.0,22.0,12.0,31.0,9.0,10.0,12.0
16723,CM,20.0,56.0,0.0,0.0,72.0,150.0,50.0,35.0,31.0,62.0,35.0,57.0,56.0,42.0,57.0,60.0,69.0,63.0,73.0,54.0,66.0,43.0,56.0,61.0,45.0,45.0,57.0,38.0,44.0,60.0,35.0,56.0,44.0,40.0,36.0
16724,CDM,21.0,56.0,0.0,1.0,70.0,154.0,34.0,29.0,47.0,57.0,26.0,54.0,31.0,33.0,54.0,54.0,61.0,55.0,52.0,55.0,50.0,44.0,68.0,50.0,60.0,25.0,56.0,56.0,32.0,49.0,35.0,36.0,49.0,57.0,54.0
16725,LM,22.0,56.0,0.0,0.0,70.0,165.0,53.0,41.0,27.0,45.0,42.0,70.0,43.0,41.0,32.0,65.0,78.0,74.0,78.0,39.0,83.0,59.0,41.0,41.0,37.0,38.0,28.0,22.0,42.0,47.0,52.0,63.0,23.0,21.0,19.0
16726,GK,21.0,56.0,0.0,0.0,73.0,163.0,16.0,14.0,18.0,24.0,17.0,16.0,13.0,14.0,22.0,19.0,33.0,34.0,32.0,49.0,41.0,18.0,42.0,32.0,41.0,19.0,28.0,23.0,15.0,20.0,31.0,36.0,18.0,14.0,18.0
16727,ST,20.0,56.0,0.0,0.0,75.0,176.0,27.0,58.0,57.0,40.0,48.0,54.0,25.0,32.0,34.0,50.0,58.0,57.0,49.0,53.0,44.0,53.0,61.0,43.0,77.0,51.0,61.0,21.0,52.0,40.0,57.0,54.0,19.0,25.0,20.0
16728,GK,24.0,56.0,0.0,1.0,74.0,183.0,12.0,8.0,13.0,15.0,6.0,11.0,14.0,10.0,24.0,11.0,27.0,33.0,30.0,38.0,34.0,24.0,40.0,26.0,60.0,8.0,18.0,10.0,5.0,35.0,16.0,47.0,6.0,12.0,10.0
16729,CB,20.0,56.0,0.0,0.0,70.0,128.0,31.0,23.0,58.0,40.0,32.0,31.0,30.0,27.0,28.0,41.0,57.0,60.0,45.0,46.0,79.0,40.0,68.0,61.0,33.0,23.0,48.0,55.0,25.0,32.0,40.0,44.0,58.0,65.0,68.0
16730,CM,24.0,56.0,0.0,1.0,73.0,161.0,53.0,46.0,30.0,60.0,41.0,59.0,51.0,49.0,59.0,58.0,60.0,53.0,71.0,44.0,66.0,61.0,73.0,55.0,63.0,62.0,54.0,41.0,59.0,52.0,49.0,57.0,49.0,43.0,44.0
16731,GK,24.0,56.0,0.0,0.0,72.0,176.0,20.0,13.0,12.0,23.0,13.0,16.0,17.0,17.0,23.0,22.0,45.0,48.0,34.0,57.0,55.0,26.0,56.0,41.0,62.0,17.0,18.0,21.0,17.0,22.0,30.0,47.0,11.0,13.0,13.0
16732,CB,22.0,56.0,0.0,0.0,71.0,192.0,29.0,23.0,54.0,36.0,22.0,20.0,22.0,28.0,29.0,26.0,46.0,51.0,40.0,46.0,65.0,30.0,71.0,49.0,69.0,16.0,47.0,54.0,25.0,28.0,33.0,42.0,62.0,59.0,56.0
16733,ST,20.0,56.0,0.0,1.0,67.0,132.0,39.0,58.0,52.0,47.0,47.0,58.0,38.0,34.0,37.0,57.0,68.0,69.0,56.0,52.0,81.0,53.0,60.0,55.0,40.0,52.0,44.0,19.0,54.0,49.0,54.0,47.0,14.0,17.0,16.0
16734,RB,19.0,56.0,0.0,1.0,71.0,152.0,45.0,42.0,41.0,63.0,38.0,58.0,45.0,38.0,56.0,55.0,67.0,70.0,67.0,55.0,69.0,51.0,46.0,61.0,56.0,39.0,62.0,42.0,43.0,52.0,44.0,53.0,56.0,58.0,56.0
16735,CAM,17.0,56.0,1.0,1.0,71.0,150.0,37.0,41.0,43.0,60.0,44.0,57.0,47.0,39.0,57.0,56.0,69.0,71.0,70.0,51.0,69.0,41.0,56.0,49.0,48.0,38.0,48.0,30.0,51.0,56.0,50.0,52.0,40.0,42.0,40.0
16736,RM,22.0,56.0,0.0,1.0,71.0,154.0,56.0,54.0,36.0,46.0,42.0,59.0,48.0,48.0,38.0,54.0,78.0,80.0,74.0,42.0,81.0,66.0,47.0,59.0,49.0,50.0,45.0,30.0,50.0,52.0,50.0,46.0,48.0,49.0,48.0
16738,LB,18.0,56.0,1.0,1.0,73.0,150.0,51.0,35.0,45.0,39.0,32.0,59.0,40.0,34.0,26.0,45.0,65.0,64.0,52.0,60.0,62.0,32.0,55.0,63.0,47.0,29.0,59.0,54.0,47.0,35.0,39.0,35.0,48.0,60.0,60.0
16739,CAM,19.0,56.0,0.0,1.0,72.0,154.0,54.0,41.0,39.0,53.0,38.0,62.0,66.0,65.0,48.0,59.0,63.0,66.0,61.0,52.0,63.0,49.0,61.0,39.0,63.0,38.0,35.0,30.0,54.0,60.0,48.0,57.0,31.0,39.0,41.0
16740,GK,21.0,56.0,0.0,0.0,72.0,176.0,12.0,9.0,14.0,22.0,12.0,13.0,10.0,11.0,20.0,14.0,41.0,40.0,45.0,55.0,48.0,18.0,61.0,25.0,57.0,11.0,19.0,13.0,8.0,26.0,14.0,25.0,15.0,11.0,12.0
16741,ST,18.0,56.0,0.0,1.0,71.0,146.0,41.0,61.0,46.0,48.0,42.0,56.0,43.0,40.0,40.0,52.0,73.0,78.0,71.0,51.0,60.0,56.0,58.0,45.0,42.0,55.0,39.0,15.0,54.0,43.0,67.0,48.0,14.0,21.0,15.0
16743,CB,18.0,56.0,1.0,1.0,75.0,165.0,40.0,44.0,55.0,60.0,38.0,54.0,44.0,36.0,56.0,57.0,60.0,62.0,53.0,48.0,46.0,57.0,54.0,58.0,65.0,43.0,60.0,52.0,52.0,55.0,51.0,48.0,54.0,53.0,51.0
